City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,isangel,-19.55,169.2667,25.450000000000045,89,38,0.88,VU,1712856797
295,filey,54.21,-0.2892,16.82000000000005,76,100,2.24,GB,1712856797
296,kirkland lake,48.1446,-80.0377,12.160000000000023,47,100,1.54,CA,1712856798
297,longmen,24.9597,118.0889,20.340000000000032,91,91,0.84,CN,1712856798
298,blackwater,-23.5833,148.8833,16.79000000000002,52,0,1.92,AU,1712856798
299,ola,59.5833,151.2833,-7.699999999999989,90,36,2.22,RU,1712856799
300,puerto deseado,-47.7503,-65.8938,12.939999999999998,38,0,2.32,AR,1712856799
301,skelleftea,64.7507,20.9528,7.2000000000000455,45,0,2.06,SE,1712856799
302,marechal floriano,-20.4128,-40.6831,27.140000000000043,91,41,1.86,BR,1712856800
303,mudgee,-32.5943,149.5871,9.230000000000018,97,1,2.15,AU,1712856800
304,prado,-17.3411,-39.2208,28.80000000000001,68,44,3.83,BR,1712856800
305,nikolayevsk-on-amure,53.1406,140.73,0.1200000000000045,96,79,1.79,RU,1712856801
306,ngaoundere,7.3167,13.5833,27.370000000000005,29,54,0.56,CM,1712856801
307,tougue,11.4667,-11.6,30.980000000000015,32,68,1.04,GN,1712856802
308,port augusta,-32.5,137.7667,13.870000000000005,73,41,3.22,AU,1712856689
309,chany,55.3121,76.7647,-4.909999999999968,90,18,1.47,RU,1712856802
310,meadow lake,34.8014,-106.5436,18.04000000000002,23,0,2.77,US,1712856803
311,leava,-14.3,-178.1667,28.910000000000025,79,72,4.96,WF,1712856803
312,kiama,-34.6833,150.8667,16.110000000000014,90,2,2.79,AU,1712856803
313,muisne,0.6,-80.0333,28.80000000000001,68,18,3.89,EC,1712856804
314,thinadhoo,0.5333,72.9333,28.80000000000001,73,45,0.76,MV,1712856805
315,queenstown,-31.8976,26.8753,7.230000000000018,69,0,1.7,ZA,1712856805
316,montevallo,33.1007,-86.8642,19.08000000000004,80,100,6.17,US,1712856805
317,petropavlovka,50.6114,105.3196,5.430000000000007,85,89,1.05,RU,1712856806
318,virginia,37.5481,-77.4467,22.160000000000025,75,100,6.17,US,1712856601
319,pocoes,-14.5297,-40.3653,27.129999999999995,62,48,2.62,BR,1712856806
320,morazan,15.3167,-87.6,33.870000000000005,33,8,3.06,HN,1712856807
321,xinqing,48.2333,129.5,7.0,89,98,1.21,CN,1712856808
322,ugoofaaru,5.6667,73.0,29.450000000000045,76,21,4.64,MV,1712856808
323,durango,24.8333,-104.8333,20.730000000000015,11,21,5.3,MX,1712856770
324,wingham,43.8879,-81.3114,11.27000000000004,93,100,5.83,CA,1712856809
325,sanming,26.2486,117.6186,20.860000000000014,95,100,0.48,CN,1712856655
326,kununurra,-15.7667,128.7333,17.99000000000001,88,6,0.0,AU,1712856810
327,karratha,-20.7377,116.8463,27.100000000000023,73,0,4.02,AU,1712856810
328,cidade velha,14.9167,-23.6167,27.260000000000048,50,0,6.69,CV,1712856810
